Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
80,8000,National Aeronautics and Space Administration,OMB File,National Aeronautics and Space Administration,CompiledList,National Aeronautics and Space Administration,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,BrokerGenerated
80,8000,National Aeronautics and Space Administration,OMB File,National Aeronautics and Space Administration,CompiledList,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (8000),National Aeronautics and Space Administration,BrokerGenerated
80,8001,National Aeronautics and Space Administration,OMB File,"Headquarters, NASA",CompiledList,NA,NA,NA
80,8020,National Aeronautics and Space Administration,OMB File,Ames Research Center,CompiledList,NA,NA,NA
80,8022,National Aeronautics and Space Administration,OMB File,Armstrong Flight Research Center,CompiledList,NA,NA,NA
80,8025,National Aeronautics and Space Administration,OMB File,NASA Shared Services Center,CompiledList,NA,NA,NA
80,8026,National Aeronautics and Space Administration,OMB File,Goddard Space Flight Center,CompiledList,NA,NA,NA
80,8029,National Aeronautics and Space Administration,OMB File,"NASA Resident Office, Jet Propulsion Laboratory",CompiledList,NA,NA,NA
80,8032,National Aeronautics and Space Administration,OMB File,Johnson Space Center,CompiledList,NA,NA,NA
80,8035,National Aeronautics and Space Administration,OMB File,Kennedy Space Center,CompiledList,NA,NA,NA
80,8038,National Aeronautics and Space Administration,OMB File,Langley Research Center,CompiledList,NA,NA,NA
80,8041,National Aeronautics and Space Administration,OMB File,Glenn Research Center,CompiledList,NA,NA,NA
80,8044,National Aeronautics and Space Administration,OMB File,Marshall Space Flight Center,CompiledList,NA,NA,NA
80,8047,National Aeronautics and Space Administration,OMB File,Stennis Space Center,CompiledList,NA,NA,NA
80,8048,National Aeronautics and Space Administration,OMB File,NASA Management Office -- Applied Physics Laboratory,CompiledList,NA,NA,NA
80,8049,National Aeronautics and Space Administration,OMB File,NASA Shared Services Center,CompiledList,NA,NA,NA
83,8300,Export-Import Bank of the United States,OMB File,Export-Import Bank of the United States,CompiledList,Export-Import Bank of the United States (EXIM),EXPORT-IMPORT BANK OF THE U.S.,BrokerGenerated
83,8300,Export-Import Bank of the United States,OMB File,Export-Import Bank of the United States,CompiledList,EXPORT-IMPORT BANK OF THE U.S.,Export-Import Bank of the U.S.,BrokerGenerated
83,8300,Export-Import Bank of the United States,OMB File,Export-Import Bank of the United States,CompiledList,Export-Import Bank of the U.S.,8300: EXPORT-IMPORT BANK OF THE U.S.,BrokerGenerated
83,8300,Export-Import Bank of the United States,OMB File,Export-Import Bank of the United States,CompiledList,Export-Import Bank of the United States (EXIM),Export-Import Bank of the United States,BrokerGenerated
84,8400,Armed Forces Retirement Home,OMB File,Armed Forces Retirement Home,CompiledList,NA,NA,NA
84,84AF,Armed Forces Retirement Home,OMB File,Armed Forces Retirement Home,CompiledList,Armed Forces Retirement Home (AFRH),ARMED FORCES RETIREMENT HOME,BrokerGenerated
84,84AF,Armed Forces Retirement Home,OMB File,Armed Forces Retirement Home,CompiledList,United States Soldiers' and Airmen's Home,84AF: ARMED FORCES RETIREMENT HOME,BrokerGenerated
84,AFRH,Armed Forces Retirement Home,Historical USAspending data,Armed Forces Retirement Home,CompiledList,NA,NA,NA
86,8600,Department of Housing and Urban Development,OMB File,Department of Housing and Urban Development,CompiledList,Department of Housing and Urban Development,"8600: HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",BrokerGenerated
86,8600,Department of Housing and Urban Development,OMB File,Department of Housing and Urban Development,CompiledList,Department of Housing and Urban Development,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",BrokerGenerated
86,8600,Department of Housing and Urban Development,OMB File,Department of Housing and Urban Development,CompiledList,Department of Housing and Urban Development (HUD),"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",BrokerGenerated
86,8601,Department of Housing and Urban Development,OMB File,Office of the Secretary,CompiledList,NA,NA,NA
86,8602,Department of Housing and Urban Development,OMB File,Deputy Secretary of Housing and Urban Development,CompiledList,NA,NA,NA
86,8603,Department of Housing and Urban Development,OMB File,Office of General Counsel,CompiledList,NA,NA,NA
86,8604,Department of Housing and Urban Development,OMB File,Office of Inspector General,CompiledList,NA,NA,NA
86,8605,Department of Housing and Urban Development,OMB File,Assistant Secretary for Administration,CompiledList,NA,NA,NA
86,8606,Department of Housing and Urban Development,OMB File,Office of Chief Financial Officer,CompiledList,NA,NA,NA
86,8607,Department of Housing and Urban Development,OMB File,Assistant Secretary for Congressional and Intergovernmental Relations,CompiledList,NA,NA,NA
86,8608,Department of Housing and Urban Development,OMB File,Assistant Secretary for Public Affairs,CompiledList,NA,NA,NA
86,8611,Department of Housing and Urban Development,OMB File,Assistant Secretary for Fair Housing and Equal Opportunity,CompiledList,Department of Housing and Urban Development (HUD),Assistant Secretary for Fair Housing and Equal Opportunity,BrokerGenerated
86,8611,Department of Housing and Urban Development,OMB File,Assistant Secretary for Fair Housing and Equal Opportunity,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Assistant Secretary for Fair Housing and Equal Opportunity,BrokerGenerated
86,8613,Department of Housing and Urban Development,OMB File,Board of Contract Appeals,CompiledList,NA,NA,NA
86,8615,Department of Housing and Urban Development,OMB File,Administrative Law Judges,CompiledList,NA,NA,NA
86,8617,Department of Housing and Urban Development,OMB File,Office of Small and Disadvantaged Business Utilization,CompiledList,NA,NA,NA
86,8619,Department of Housing and Urban Development,OMB File,Assistant Secretary for Labor Relations,CompiledList,NA,NA,NA
86,8620,Department of Housing and Urban Development,OMB File,Assistant Secretary for Community Planning and Development,CompiledList,Department of Housing and Urban Development (HUD),Assistant Secretary for Community Planning and Development,BrokerGenerated
86,8620,Department of Housing and Urban Development,OMB File,Assistant Secretary for Community Planning and Development,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Assistant Secretary for Community Planning and Development,BrokerGenerated
86,8622,Department of Housing and Urban Development,OMB File,Assistant to the Deputy Secretary Office of Field Policy Management,CompiledList,NA,NA,NA
86,8625,Department of Housing and Urban Development,OMB File,Government National Mortgage Association,CompiledList,NA,NA,NA
86,8627,Department of Housing and Urban Development,OMB File,Office of Departmental Equal Employment Opportunity,CompiledList,NA,NA,NA
86,8630,Department of Housing and Urban Development,OMB File,Assistant Secretary for Housing--Federal Housing Commissioner,CompiledList,Department of Housing and Urban Development (HUD),Assistant Secretary for Housing--Federal Housing Commissioner,BrokerGenerated
86,8630,Department of Housing and Urban Development,OMB File,Assistant Secretary for Housing--Federal Housing Commissioner,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Assistant Secretary for Housing--Federal Housing Commissioner,BrokerGenerated
86,8635,Department of Housing and Urban Development,OMB File,Assistant Secretary for Public and Indian Housing,CompiledList,Department of Housing and Urban Development (HUD),Assistant Secretary for Public and Indian Housing,BrokerGenerated
86,8635,Department of Housing and Urban Development,OMB File,Assistant Secretary for Public and Indian Housing,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Assistant Secretary for Public and Indian Housing,BrokerGenerated
86,8641,Department of Housing and Urban Development,Historical USAspending data,Affordable Housing Preservation,CompiledList,NA,NA,NA
86,8645,Department of Housing and Urban Development,OMB File,Assistant Secretary for Policy Development and Research,CompiledList,Department of Housing and Urban Development (HUD),Assistant Secretary for Policy Development and Research,BrokerGenerated
86,8645,Department of Housing and Urban Development,OMB File,Assistant Secretary for Policy Development and Research,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Assistant Secretary for Policy Development and Research,BrokerGenerated
86,8650,Department of Housing and Urban Development,OMB File,Solar Energy and Energy Conservation Bank,CompiledList,NA,NA,NA
86,8651,Department of Housing and Urban Development,OMB File,Office of Departmental Operations and Coordination,CompiledList,NA,NA,NA
86,8652,Department of Housing and Urban Development,OMB File,Office of the Chief Information Officer,CompiledList,NA,NA,NA
86,8653,Department of Housing and Urban Development,OMB File,Office of Lead Hazard Control and Healthy Homes,CompiledList,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",Office Healthy Homes and Lead Hazard Control,BrokerGenerated
86,8653,Department of Housing and Urban Development,OMB File,Office of Lead Hazard Control and Healthy Homes,CompiledList,Department of Housing and Urban Development (HUD),Office of Lead Hazard Control and Healthy Homes,BrokerGenerated
86,8654,Department of Housing and Urban Development,OMB File,Chief Procurement Officer,CompiledList,NA,NA,NA
86,8656,Department of Housing and Urban Development,OMB File,Office of Federal Housing Enterprise Oversight,CompiledList,NA,NA,NA
86,8658,Department of Housing and Urban Development,OMB File,Center for Faith-Based and Community Initiatives,CompiledList,NA,NA,NA
86,8659,Department of Housing and Urban Development,OMB File,Office of Field Policy and Management,CompiledList,NA,NA,NA
86,865A,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 1",CompiledList,NA,NA,NA
86,865B,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 2",CompiledList,NA,NA,NA
86,865C,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 3",CompiledList,NA,NA,NA
86,865D,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 4",CompiledList,NA,NA,NA
86,865E,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 5",CompiledList,NA,NA,NA
86,865F,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 6",CompiledList,NA,NA,NA
86,865G,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 7",CompiledList,NA,NA,NA
86,865H,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 8",CompiledList,NA,NA,NA
86,865J,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 9",CompiledList,NA,NA,NA
86,865K,Department of Housing and Urban Development,OMB File,"Office of Regional Administrator, Region 10",CompiledList,NA,NA,NA
86,8660,Department of Housing and Urban Development,OMB File,Office of the Chief Human Capital Officer,CompiledList,NA,NA,NA
86,8661,Department of Housing and Urban Development,OMB File,Office of Hearing and Appeals,CompiledList,NA,NA,NA
86,8662,Department of Housing and Urban Development,OMB File,Office of Strategic Planning and Management,CompiledList,NA,NA,NA
88,8800,National Archives and Records Administration,OMB File,National Archives and Records Administration,CompiledList,National Archives and Records Administration,8800: NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,BrokerGenerated
88,8800,National Archives and Records Administration,OMB File,National Archives and Records Administration,CompiledList,National Archives and Records Administration,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,BrokerGenerated
88,8800,National Archives and Records Administration,OMB File,National Archives and Records Administration,CompiledList,National Archives and Records Administration (NARA),NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,BrokerGenerated
88,8852,National Archives and Records Administration,OMB File,Information Security Oversight Office,CompiledList,NA,NA,NA
