PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),10/1/11,,DEFENSE AIRCRAFT  - ENGINEERING DEVELOPMENT,,,
AC15,DEFENSE AIRCRAFT (OPERATIONAL),10/15/78,9/30/11,DEFENSE AIRCRAFT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC16,R&D-AIRCRAFT-MGMT SUP,10/15/78,9/30/11,DEFENSE AIRCRAFT  - MANAGEMENT AND SUPPORT,,,
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),10/1/11,,,,,
AC20,R&D-MISSILE & SPACE SYS,10/15/79,7/31/99,,,,
AC21,R&D-MISSILE & SPACE SYS-B RES,10/15/78,9/30/11,DEFENSE MISSILE AND SPACE SYSTEMS  - BASIC RESEARCH,,,
AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,DEFENSE MISSILE AND SPACE SYSTEMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),10/1/11,,DEFENSE MISSILE AND SPACE SYSTEMS  - ADVANCED DEVELOPMENT,,,
AC24,R&D-MISSILE & SPACE SYS-ENG DEV,10/15/78,9/30/11,DEFENSE MISSILE AND SPACE SYSTEMS  - ENGINEERING DEVELOPMENT,,,
AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,DEFENSE MISSILE AND SPACE SYSTEMS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),10/1/11,,DEFENSE MISSILE AND SPACE SYSTEMS  - MANAGEMENT AND SUPPORT,,,
AC27,R&D-MISSILE & SPACE SYS-COMERCLIZ,10/1/91,9/30/11,,,,
AC30,R&D-SHIPS,10/1/91,7/31/99,,,,
AC31,DEFENSE SHIPS (BASIC),12/15/78,9/30/11,DEFENSE SHIPS  - BASIC RESEARCH,,,
AC32,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,DEFENSE SHIPS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC33,DEFENSE SHIPS (ADVANCED),10/15/78,9/30/11,DEFENSE SHIPS  - ADVANCED DEVELOPMENT,,,
AC34,R&D- DEFENSE SYSTEM: SHIPS (ENGINEERING DEVELOPMENT),10/1/11,,DEFENSE SHIPS  - ENGINEERING DEVELOPMENT,,,
AC35,R&D- DEFENSE SYSTEM: SHIPS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,DEFENSE SHIPS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC36,DEFENSE SHIPS (MANAGEMENT/SUPPORT),10/15/78,9/30/11,DEFENSE SHIPS  - MANAGEMENT AND SUPPORT,,,
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),10/1/11,,,,,
AC40,R&D-TANK - AUTOMOTIVE,10/1/91,7/31/99,,,,
AC41,DEFENSE TANK - AUTOMOTIVE (BASIC),11/15/78,9/30/11,DEFENSE TANK - AUTOMOTIVE  - BASIC RESEARCH,,,
AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,DEFENSE TANK - AUTOMOTIVE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC43,R&D-TANK - AUTOMOTIVE-ADV DEV,10/15/78,9/30/11,DEFENSE TANK - AUTOMOTIVE  - ADVANCED DEVELOPMENT,,,
AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),10/1/11,,DEFENSE TANK - AUTOMOTIVE  - ENGINEERING DEVELOPMENT,,,
AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,DEFENSE TANK - AUTOMOTIVE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC46,R&D-TANK - AUTOMOTIVE-MGMT SUP,12/15/78,9/30/11,DEFENSE TANK - AUTOMOTIVE  - MANAGEMENT AND SUPPORT,,,
AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),10/1/11,,,,,
AC50,R&D-WEAPONS,10/1/91,7/31/99,,,,
AC51,WEAPONS (BASIC),10/15/78,9/30/11,WEAPONS  - BASIC RESEARCH,,,
AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,WEAPONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),10/1/11,,WEAPONS  - ADVANCED DEVELOPMENT,,,
AC54,WEAPONS (ENGINEERING),10/15/78,9/30/11,WEAPONS  - ENGINEERING DEVELOPMENT,,,
AC55,WEAPONS (OPERATIONAL),11/15/78,9/30/11,WEAPONS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),10/1/11,,WEAPONS  - MANAGEMENT AND SUPPORT,,,
AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),10/1/11,,,,,
AC60,R&D-ELECTRONICS & COMM EQ,2/15/79,7/31/99,,,,
AC61,R&D-ELECTRONICS & COMM EQ-B RES,10/15/78,9/30/11,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - BASIC RESEARCH,,,
AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC63,R&D-ELECTRONICS & COMM EQ-ADV DEV,10/15/78,9/30/11,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ADVANCED DEVELOPMENT,,,
AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),10/1/11,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC66,R&D-ELECTRONICS & COMM EQ-MGMT SUP,10/15/78,9/30/11,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - MANAGEMENT AND SUPPORT,,,
AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),10/1/11,,,,,
AC90,R&D-MISC HARD GOODS,10/1/91,7/31/99,,,,
AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),10/1/11,,MISCELLANEOUS DEFENSE HARD GOODS  - BASIC RESEARCH,,,
AC92,R&D-MISC HARD GOODS-A RES/EXPL DEV,10/15/78,9/30/11,MISCELLANEOUS DEFENSE HARD GOODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),10/1/11,,MISCELLANEOUS DEFENSE HARD GOODS  - ADVANCED DEVELOPMENT,,,
AC94,R&D-MISC HARD GOODS-ENG DEV,10/15/78,9/30/11,MISCELLANEOUS DEFENSE HARD GOODS  - ENGINEERING DEVELOPMENT,,,
AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,MISCELLANEOUS DEFENSE HARD GOODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),10/1/11,,MISCELLANEOUS DEFENSE HARD GOODS  - MANAGEMENT AND SUPPORT,,,
AC97,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (COMMERCIALIZED),10/1/11,,,,,
AD,DEFENSE (OTHER) RandD,10/1/79,,,,,
AD10,R&D-AMMUNITION,11/15/78,7/31/99,,,,
AD11,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),10/1/11,,AMMUNITION  - BASIC RESEARCH,,,
AD12,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,AMMUNITION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD13,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),10/1/11,,AMMUNITION  - ADVANCED DEVELOPMENT,,,
AD14,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),10/1/11,,AMMUNITION  - ENGINEERING DEVELOPMENT,,,
AD15,R&D- DEFENSE OTHER: AMMUNITION (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,AMMUNITION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD16,AMMUNITION (MANAGEMENT/SUPPORT),5/15/79,9/30/11,AMMUNITION  - MANAGEMENT AND SUPPORT,,,
AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),10/1/11,,,,,
AD20,R&D-SVCS,10/1/91,7/31/99,,,,
AD21,SERVICES (BASIC),10/15/78,9/30/11,SERVICES  - BASIC RESEARCH,,,
AD22,SERVICES (APPLIED/EXPLORATORY),10/15/78,9/30/11,SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),10/1/11,,SERVICES  - ADVANCED DEVELOPMENT,,,
AD24,SERVICES (ENGINEERING),10/15/78,9/30/11,SERVICES  - ENGINEERING DEVELOPMENT,,,
AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),10/1/11,,SERVICES  - MANAGEMENT AND SUPPORT,,,
AD27,R&D-SVCS-COMERCLIZ,10/1/91,9/30/11,,,,
AD30,R&D-SUBSISTENCE,10/1/91,7/31/99,,,,
AD31,SUBSISTENCE (BASIC),9/15/79,9/30/11,SUBSISTENCE  - BASIC RESEARCH,,,
AD32,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,SUBSISTENCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD33,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),10/1/11,,SUBSISTENCE  - ADVANCED DEVELOPMENT,,,
AD34,SUBSISTENCE (ENGINEERING),3/15/82,9/30/11,SUBSISTENCE  - ENGINEERING DEVELOPMENT,,,
AD35,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,SUBSISTENCE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD36,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),10/1/11,,SUBSISTENCE  - MANAGEMENT AND SUPPORT,,,
AD37,R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED),10/1/11,,,,,
AD40,"R&D-TEXTILES,CLOTHING,ETC",10/1/91,7/31/99,,,,
AD41,"R&D-TEXTILES,CLOTHING,ETC-B RES",4/15/79,9/30/11,"TEXTILES, CLOTHING AND EQUIPAGE  - BASIC RESEARCH",,,
AD42,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,"TEXTILES, CLOTHING AND EQUIPAGE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
AD43,"R&D-TEXTILES,CLOTHING,ETC-ADV DEV",8/15/79,9/30/11,"TEXTILES, CLOTHING AND EQUIPAGE  - ADVANCED DEVELOPMENT",,,
AD44,"R&D-TEXTILES,CLOTHING,ETC-ENG DEV",11/15/78,9/30/11,"TEXTILES, CLOTHING AND EQUIPAGE  - ENGINEERING DEVELOPMENT",,,
AD45,"R&D-TEXTILES,CLOTHING,ETC-OPSY DEV",5/15/79,9/30/11,"TEXTILES, CLOTHING AND EQUIPAGE  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
AD46,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (MANAGEMENT/SUPPORT),10/1/11,,"TEXTILES, CLOTHING AND EQUIPAGE  - MANAGEMENT AND SUPPORT",,,
AD47,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),10/1/11,,,,,
AD50,R&D-FUELS & LUBRICANTS,10/1/91,7/31/99,,,,
AD51,FUELS AND LUBRICANTS (BASIC),10/15/78,9/30/11,FUELS AND LUBRICANTS  - BASIC RESEARCH,,,
AD52,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,FUELS AND LUBRICANTS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD53,FUELS AND LUBRICANTS (ADVANCED),3/15/79,9/30/11,FUELS AND LUBRICANTS  - ADVANCED DEVELOPMENT,,,
AD54,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ENGINEERING DEVELOPMENT),10/1/11,,FUELS AND LUBRICANTS  - ENGINEERING DEVELOPMENT,,,
AD55,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,FUELS AND LUBRICANTS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD56,R&D-FUELS & LUBRICANTS-MGMT SUP,12/15/79,9/30/11,FUELS AND LUBRICANTS  - MANAGEMENT AND SUPPORT,,,
AD57,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED),10/1/11,,,,,
AD60,R&D-CONSTRUCT,10/1/91,7/31/99,,,,
AD61,CONSTRUCTION (BASIC),5/15/79,9/30/11,CONSTRUCTION  - BASIC RESEARCH,,,
AD62,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,CONSTRUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD63,CONSTRUCTION (ADVANCED),11/15/78,9/30/11,CONSTRUCTION  - ADVANCED DEVELOPMENT,,,
AD64,R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT),10/1/11,,CONSTRUCTION  - ENGINEERING DEVELOPMENT,,,
AD65,R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,CONSTRUCTION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD66,CONSTRUCTION (MANAGEMENT/SUPPORT),7/15/79,9/30/11,CONSTRUCTION  - MANAGEMENT AND SUPPORT,,,
AD67,R&D- DEFENSE OTHER: CONSTRUCTION (COMMERCIALIZED),10/1/11,,,,,
AD90,R&D-OTHER DEFENSE,10/1/91,7/31/99,,,,
AD91,OTHER DEFENSE (BASIC),10/15/78,9/30/11,OTHER DEFENSE  - BASIC RESEARCH,,,
AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,OTHER DEFENSE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),10/1/11,,OTHER DEFENSE  - ADVANCED DEVELOPMENT,,,
AD94,OTHER DEFENSE (ENGINEERING),10/15/78,9/30/11,OTHER DEFENSE  - ENGINEERING DEVELOPMENT,,,
AD95,OTHER DEFENSE (OPERATIONAL),10/15/78,9/30/11,OTHER DEFENSE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD96,R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT),10/1/11,,OTHER DEFENSE  - MANAGEMENT AND SUPPORT,,,
AD97,R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED),10/1/11,,,,,
AE,ECONOMIC GROWTH/PRODUCTIVITY RandD,10/1/79,,,,,
AE10,R&D-EMPL GROW-PRODUCTIVTY,10/1/91,7/31/99,,,,
AE11,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH),10/1/11,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE12,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,EMPLOYMENT GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE13,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),10/1/11,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE14,R&D-EMPL GROW-PRODUCTIVTY-ENG DEV,1/15/85,9/30/11,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE15,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE16,R&D-EMPL GROW-PRODUCTIVTY-MGMT SUP,1/15/79,9/30/11,EMPLOYMENT GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE17,R&D-EMPL GROW-PRODUCTIVTY-COMERCLIZ,10/1/91,9/30/11,,,,
AE20,R&D-PROD/SERV IMPROVEMENT,4/15/86,7/31/99,,,,
AE21,R&D-PROD/SERV IMPROVEMENT-B RES,11/15/79,9/30/11,PRODUCT OR SERVICE IMPROVEMENT  - BASIC RESEARCH,,,
AE22,R&D-PROD/SERV IMPROVEMENT-A RES/EXP,12/15/84,9/30/11,PRODUCT OR SERVICE IMPROVEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE23,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT),10/1/11,,PRODUCT OR SERVICE IMPROVEMENT  - ADVANCED DEVELOPMENT,,,
AE24,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT),10/1/11,,PRODUCT OR SERVICE IMPROVEMENT  - ENGINEERING DEVELOPMENT,,,
AE25,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,PRODUCT OR SERVICE IMPROVEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE26,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT),10/1/11,,PRODUCT OR SERVICE IMPROVEMENT  - MANAGEMENT AND SUPPORT,,,
AE27,R&D-PROD/SERV IMPROVEMENT-COMERCLIZ,10/1/91,9/30/11,,,,
AE30,R&D-MANUFACTURING TECH,10/1/91,7/31/99,,,,
AE31,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH),10/1/11,,MANUFACTURING TECHNOLOGY  - BASIC RESEARCH,,,
AE32,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,MANUFACTURING TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE33,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ADVANCED DEVELOPMENT),10/1/11,,MANUFACTURING TECHNOLOGY  - ADVANCED DEVELOPMENT,,,
AE34,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT),10/1/11,,MANUFACTURING TECHNOLOGY  - ENGINEERING DEVELOPMENT,,,
AE35,R&D-MANUFACTURING TECH-OPSY DEV,1/15/81,9/30/11,MANUFACTURING TECHNOLOGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE36,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT),10/1/11,,MANUFACTURING TECHNOLOGY  - MANAGEMENT AND SUPPORT,,,
AE37,R&D-MANUFACTURING TECH-COMERCLIZ,10/1/91,9/30/11,,,,
AE90,R&D-ECON GROW-PRODUCTIVTY,1/15/86,7/31/99,,,,
AE91,R&D- ECONOMIC GROWTH: OTHER (BASIC RESEARCH),10/1/11,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE92,R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE93,R&D-ECON GROW-PRODUCTIVTY-ADV DEV,5/15/79,9/30/11,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE94,R&D-ECON GROW-PRODUCTIVTY-ENG DEV,7/15/91,9/30/11,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE95,R&D-ECON GROW-PRODUCTIVTY-OPSY DEV,10/1/91,9/30/11,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE96,R&D-ECON GROW-PRODUCTIVTY-MGMT SUP,12/15/83,9/30/11,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE97,R&D- ECONOMIC GROWTH: OTHER (COMMERCIALIZED),10/1/11,,,,,
AF,EDUCATION R and D,10/1/79,,,,,
AF10,R&D-EDUCATIONAL,10/1/91,7/31/99,,,,
AF11,R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH),10/1/11,,EDUCATION  - BASIC RESEARCH,,,
AF12,R&D- EDUCATION: EDUCATIONAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,EDUCATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AF13,R&D- EDUCATION: EDUCATIONAL (ADVANCED DEVELOPMENT),10/1/11,,EDUCATION  - ADVANCED DEVELOPMENT,,,
AF14,R&D- EDUCATION: EDUCATIONAL (ENGINEERING DEVELOPMENT),10/1/11,,EDUCATION  - ENGINEERING DEVELOPMENT,,,
AF15,EDUCATION (OPERATIONAL),3/15/79,9/30/11,EDUCATION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AF16,EDUCATION (MANAGEMENT/SUPPORT),2/15/81,9/30/11,EDUCATION  - MANAGEMENT AND SUPPORT,,,
AF17,R&D- EDUCATION: EDUCATIONAL (COMMERCIALIZED),10/1/11,,,,,
AG,ENERGY RandD,10/1/79,,,,,
AG10,R&D-ENERGY - COAL,1/15/80,7/31/99,,,,
AG11,COAL (BASIC),11/15/78,9/30/11,COAL  - BASIC RESEARCH,,,
AG12,R&D- ENERGY: COAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,COAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG13,COAL (ADVANCED),10/15/78,9/30/11,COAL  - ADVANCED DEVELOPMENT,,,
AG14,COAL (ENGINEERING),2/15/79,9/30/11,COAL  - ENGINEERING DEVELOPMENT,,,
AG15,COAL (OPERATIONAL),10/1/91,9/30/11,COAL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG16,COAL (MANAGEMENT/SUPPORT),10/1/91,9/30/11,COAL  - MANAGEMENT AND SUPPORT,,,
AG17,R&D- ENERGY: COAL (COMMERCIALIZED),10/1/11,,,,,
AG20,R&D-ENERGY - GAS,7/15/79,7/31/99,,,,
AG21,GAS (BASIC),10/15/78,9/30/11,GAS  - BASIC RESEARCH,,,
AG22,GAS (APPLIED/EXPLORATORY),11/15/78,9/30/11,GAS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG23,GAS (ADVANCED),12/15/79,9/30/11,GAS  - ADVANCED DEVELOPMENT,,,
AG24,R&D- ENERGY: GAS (ENGINEERING DEVELOPMENT),10/1/11,,GAS  - ENGINEERING DEVELOPMENT,,,
AG25,GAS (OPERATIONAL),10/1/91,9/30/11,GAS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG26,R&D- ENERGY: GAS (MANAGEMENT/SUPPORT),10/1/11,,GAS  - MANAGEMENT AND SUPPORT,,,
AG27,R&D- ENERGY: GAS (COMMERCIALIZED),10/1/11,,,,,
AG30,R&D-ENERGY - GEOTHERMAL,10/1/91,7/31/99,,,,
AG31,R&D- ENERGY: GEOTHERMAL (BASIC RESEARCH),10/1/11,,GEOTHERMAL  - BASIC RESEARCH,,,
AG32,R&D- ENERGY: GEOTHERMAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,GEOTHERMAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG33,GEOTHERMAL (ADVANCED),10/15/83,9/30/11,GEOTHERMAL  - ADVANCED DEVELOPMENT,,,
AG34,GEOTHERMAL (ENGINEERING),10/1/91,9/30/11,GEOTHERMAL  - ENGINEERING DEVELOPMENT,,,
AG35,GEOTHERMAL (OPERATIONAL),10/1/91,9/30/11,GEOTHERMAL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG36,GEOTHERMAL (MANAGEMENT/SUPPORT),10/1/91,9/30/11,GEOTHERMAL  - MANAGEMENT AND SUPPORT,,,
AG37,R&D- ENERGY: GEOTHERMAL (COMMERCIALIZED),10/1/11,,,,,
AG40,R&D-ENERGY - WIND,10/1/91,7/31/99,,,,
AG41,WIND ENERGY (BASIC),12/15/78,9/30/11,WIND ENERGY  - BASIC RESEARCH,,,
AG42,R&D- ENERGY: WIND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,WIND ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG43,WIND ENERGY (ADVANCED),10/1/91,9/30/11,WIND ENERGY  - ADVANCED DEVELOPMENT,,,
AG44,WIND ENERGY (ENGINEERING),5/15/79,9/30/11,WIND ENERGY  - ENGINEERING DEVELOPMENT,,,
AG45,WIND ENERGY (OPERATIONAL),12/15/80,9/30/11,WIND ENERGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG46,R&D- ENERGY: WIND (MANAGEMENT/SUPPORT),10/1/11,,WIND ENERGY  - MANAGEMENT AND SUPPORT,,,
