PSC CODE,length,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INCLUDES
AD11,4,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),2011-10-01,,AMMUNITION  - BASIC RESEARCH,,,
AD12,4,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,AMMUNITION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD13,4,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),2011-10-01,,AMMUNITION  - ADVANCED DEVELOPMENT,,,
AD14,4,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),2011-10-01,,AMMUNITION  - ENGINEERING DEVELOPMENT,,,
AD15,4,R&D- DEFENSE OTHER: AMMUNITION (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,AMMUNITION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD16,4,R&D- DEFENSE OTHER: AMMUNITION (MANAGEMENT/SUPPORT),2011-10-01,,AMMUNITION  - MANAGEMENT AND SUPPORT,,,
AD17,4,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),2011-10-01,,,,,
AD2,3,R&D- DEFENSE OTHER: SERVICES ,,,,,,
AD21,4,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),2011-10-01,,SERVICES  - BASIC RESEARCH,,,
AD22,4,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD23,4,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),2011-10-01,,SERVICES  - ADVANCED DEVELOPMENT,,,
AD24,4,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),2011-10-01,,SERVICES  - ENGINEERING DEVELOPMENT,,,
AD25,4,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD26,4,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),2011-10-01,,SERVICES  - MANAGEMENT AND SUPPORT,,,
AD27,4,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),2011-10-01,,,,,
AD3,3,R&D- DEFENSE OTHER: SUBSISTENCE ,,,,,,
AD31,4,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),2011-10-01,,SUBSISTENCE  - BASIC RESEARCH,,,
AD32,4,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SUBSISTENCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD33,4,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),2011-10-01,,SUBSISTENCE  - ADVANCED DEVELOPMENT,,,
AD34,4,R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT),2011-10-01,,SUBSISTENCE  - ENGINEERING DEVELOPMENT,,,
AD35,4,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SUBSISTENCE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD36,4,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),2011-10-01,,SUBSISTENCE  - MANAGEMENT AND SUPPORT,,,
AD37,4,R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED),2011-10-01,,,,,
AD4,3,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE,,,,,,
AD41,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE  - BASIC RESEARCH",,,
AD42,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
AD43,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE  - ADVANCED DEVELOPMENT",,,
AD44,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE  - ENGINEERING DEVELOPMENT",,,
AD45,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
AD46,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (MANAGEMENT/SUPPORT),2011-10-01,,"TEXTILES, CLOTHING AND EQUIPAGE  - MANAGEMENT AND SUPPORT",,,
AD47,4,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),2011-10-01,,,,,
AD5,3,R&D- DEFENSE OTHER: FUELS/LUBRICANTS ,,,,,,
AD51,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH),2011-10-01,,FUELS AND LUBRICANTS  - BASIC RESEARCH,,,
AD52,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,FUELS AND LUBRICANTS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD53,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ADVANCED DEVELOPMENT),2011-10-01,,FUELS AND LUBRICANTS  - ADVANCED DEVELOPMENT,,,
AD54,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ENGINEERING DEVELOPMENT),2011-10-01,,FUELS AND LUBRICANTS  - ENGINEERING DEVELOPMENT,,,
AD55,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,FUELS AND LUBRICANTS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD56,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT),2011-10-01,,FUELS AND LUBRICANTS  - MANAGEMENT AND SUPPORT,,,
AD57,4,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED),2011-10-01,,,,,
AD6,3,R&D- DEFENSE OTHER: CONSTRUCTION ,,,,,,
AD61,4,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),2011-10-01,,CONSTRUCTION  - BASIC RESEARCH,,,
AD62,4,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,CONSTRUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD63,4,R&D- DEFENSE OTHER: CONSTRUCTION (ADVANCED DEVELOPMENT),2011-10-01,,CONSTRUCTION  - ADVANCED DEVELOPMENT,,,
AD64,4,R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT),2011-10-01,,CONSTRUCTION  - ENGINEERING DEVELOPMENT,,,
AD65,4,R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,CONSTRUCTION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD66,4,R&D- DEFENSE OTHER: CONSTRUCTION (MANAGEMENT/SUPPORT),2011-10-01,,CONSTRUCTION  - MANAGEMENT AND SUPPORT,,,
AD67,4,R&D- DEFENSE OTHER: CONSTRUCTION (COMMERCIALIZED),2011-10-01,,,,,
AD9,3,R&D- DEFENSE OTHER: OTHER ,,,,,,
AD91,4,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),2011-10-01,,OTHER DEFENSE  - BASIC RESEARCH,,,
AD92,4,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER DEFENSE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD93,4,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),2011-10-01,,OTHER DEFENSE  - ADVANCED DEVELOPMENT,,,
AD94,4,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER DEFENSE  - ENGINEERING DEVELOPMENT,,,
AD95,4,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER DEFENSE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD96,4,R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT),2011-10-01,,OTHER DEFENSE  - MANAGEMENT AND SUPPORT,,,
AD97,4,R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED),2011-10-01,,,,,
AE,2,ECONOMIC GROWTH/PRODUCTIVITY R&D,1979-10-01,,,,,
AE1,3,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY ,,,,,,
AE11,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE12,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE13,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE14,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ENGINEERING DEVELOPMENT),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE15,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE16,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (MANAGEMENT/SUPPORT),2011-10-01,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE17,4,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (COMMERCIALIZED),2011-10-01,,,,,
AE2,3,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT ,,,,,,
AE21,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT  - BASIC RESEARCH,,,
AE22,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE23,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT  - ADVANCED DEVELOPMENT,,,
AE24,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT  - ENGINEERING DEVELOPMENT,,,
AE25,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE26,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT),2011-10-01,,PRODUCT OR SERVICE IMPROVEMENT  - MANAGEMENT AND SUPPORT,,,
AE27,4,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (COMMERCIALIZED),2011-10-01,,,,,
AE3,3,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY ,,,,,,
AE31,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH),2011-10-01,,MANUFACTURING TECHNOLOGY  - BASIC RESEARCH,,,
AE32,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,MANUFACTURING TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE33,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ADVANCED DEVELOPMENT),2011-10-01,,MANUFACTURING TECHNOLOGY  - ADVANCED DEVELOPMENT,,,
AE34,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT),2011-10-01,,MANUFACTURING TECHNOLOGY  - ENGINEERING DEVELOPMENT,,,
AE35,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,MANUFACTURING TECHNOLOGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE36,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT),2011-10-01,,MANUFACTURING TECHNOLOGY  - MANAGEMENT AND SUPPORT,,,
AE37,4,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (COMMERCIALIZED),2011-10-01,,,,,
AE9,3,R&D- ECONOMIC GROWTH: OTHER ,,,,,,
AE91,4,R&D- ECONOMIC GROWTH: OTHER (BASIC RESEARCH),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE92,4,R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE93,4,R&D- ECONOMIC GROWTH: OTHER (ADVANCED DEVELOPMENT),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE94,4,R&D- ECONOMIC GROWTH: OTHER (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE95,4,R&D- ECONOMIC GROWTH: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE96,4,R&D- ECONOMIC GROWTH: OTHER (MANAGEMENT/SUPPORT),2011-10-01,,OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE97,4,R&D- ECONOMIC GROWTH: OTHER (COMMERCIALIZED),2011-10-01,,,,,
AF,2,EDUCATION R and D,1979-10-01,,,,,
AF1,3,R&D- EDUCATION: EDUCATIONAL ,,,,,,
AF11,4,R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH),2011-10-01,,EDUCATION  - BASIC RESEARCH,,,
AF12,4,R&D- EDUCATION: EDUCATIONAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,EDUCATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AF13,4,R&D- EDUCATION: EDUCATIONAL (ADVANCED DEVELOPMENT),2011-10-01,,EDUCATION  - ADVANCED DEVELOPMENT,,,
AF14,4,R&D- EDUCATION: EDUCATIONAL (ENGINEERING DEVELOPMENT),2011-10-01,,EDUCATION  - ENGINEERING DEVELOPMENT,,,
AF15,4,R&D- EDUCATION: EDUCATIONAL (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,EDUCATION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AF16,4,R&D- EDUCATION: EDUCATIONAL (MANAGEMENT/SUPPORT),2011-10-01,,EDUCATION  - MANAGEMENT AND SUPPORT,,,
AF17,4,R&D- EDUCATION: EDUCATIONAL (COMMERCIALIZED),2011-10-01,,,,,
AG,2,ENERGY R&D,1979-10-01,,,,,
AG1,3,R&D- ENERGY: COAL ,,,,,,
AG11,4,R&D- ENERGY: COAL (BASIC RESEARCH),2011-10-01,,COAL  - BASIC RESEARCH,,,
AG12,4,R&D- ENERGY: COAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,COAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG13,4,R&D- ENERGY: COAL (ADVANCED DEVELOPMENT),2011-10-01,,COAL  - ADVANCED DEVELOPMENT,,,
AG14,4,R&D- ENERGY: COAL (ENGINEERING DEVELOPMENT),2011-10-01,,COAL  - ENGINEERING DEVELOPMENT,,,
AG15,4,R&D- ENERGY: COAL (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,COAL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG16,4,R&D- ENERGY: COAL (MANAGEMENT/SUPPORT),2011-10-01,,COAL  - MANAGEMENT AND SUPPORT,,,
AG17,4,R&D- ENERGY: COAL (COMMERCIALIZED),2011-10-01,,,,,
AG2,3,R&D- ENERGY: GAS ,,,,,,
AG21,4,R&D- ENERGY: GAS (BASIC RESEARCH),2011-10-01,,GAS  - BASIC RESEARCH,,,
AG22,4,R&D- ENERGY: GAS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,GAS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG23,4,R&D- ENERGY: GAS (ADVANCED DEVELOPMENT),2011-10-01,,GAS  - ADVANCED DEVELOPMENT,,,
AG24,4,R&D- ENERGY: GAS (ENGINEERING DEVELOPMENT),2011-10-01,,GAS  - ENGINEERING DEVELOPMENT,,,
AG25,4,R&D- ENERGY: GAS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,GAS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG26,4,R&D- ENERGY: GAS (MANAGEMENT/SUPPORT),2011-10-01,,GAS  - MANAGEMENT AND SUPPORT,,,
AG27,4,R&D- ENERGY: GAS (COMMERCIALIZED),2011-10-01,,,,,
AG3,3,R&D- ENERGY: GEOTHERMAL,,,,,,
AG31,4,R&D- ENERGY: GEOTHERMAL (BASIC RESEARCH),2011-10-01,,GEOTHERMAL  - BASIC RESEARCH,,,
AG32,4,R&D- ENERGY: GEOTHERMAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,GEOTHERMAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG33,4,R&D- ENERGY: GEOTHERMAL (ADVANCED DEVELOPMENT),2011-10-01,,GEOTHERMAL  - ADVANCED DEVELOPMENT,,,
AG34,4,R&D- ENERGY: GEOTHERMAL (ENGINEERING DEVELOPMENT),2011-10-01,,GEOTHERMAL  - ENGINEERING DEVELOPMENT,,,
AG35,4,R&D- ENERGY: GEOTHERMAL (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,GEOTHERMAL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG36,4,R&D- ENERGY: GEOTHERMAL (MANAGEMENT/SUPPORT),2011-10-01,,GEOTHERMAL  - MANAGEMENT AND SUPPORT,,,
AG37,4,R&D- ENERGY: GEOTHERMAL (COMMERCIALIZED),2011-10-01,,,,,
AG4,3,R&D- ENERGY: WIND,,,,,,
AG41,4,R&D- ENERGY: WIND (BASIC RESEARCH),2011-10-01,,WIND ENERGY  - BASIC RESEARCH,,,
AG42,4,R&D- ENERGY: WIND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,WIND ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG43,4,R&D- ENERGY: WIND (ADVANCED DEVELOPMENT),2011-10-01,,WIND ENERGY  - ADVANCED DEVELOPMENT,,,
AG44,4,R&D- ENERGY: WIND (ENGINEERING DEVELOPMENT),2011-10-01,,WIND ENERGY  - ENGINEERING DEVELOPMENT,,,
AG45,4,R&D- ENERGY: WIND (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,WIND ENERGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG46,4,R&D- ENERGY: WIND (MANAGEMENT/SUPPORT),2011-10-01,,WIND ENERGY  - MANAGEMENT AND SUPPORT,,,
AG47,4,R&D- ENERGY: WIND (COMMERCIALIZED),2011-10-01,,,,,
AG5,3,R&D- ENERGY: NUCLEAR ,,,,,,
AG51,4,R&D- ENERGY: NUCLEAR (BASIC RESEARCH),2011-10-01,,NUCLEAR  - BASIC RESEARCH,,,
AG52,4,R&D- ENERGY: NUCLEAR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,NUCLEAR - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG53,4,R&D- ENERGY: NUCLEAR (ADVANCED DEVELOPMENT),2011-10-01,,NUCLEAR  - ADVANCED DEVELOPMENT,,,
AG54,4,R&D- ENERGY: NUCLEAR (ENGINEERING DEVELOPMENT),2011-10-01,,NUCLEAR  - ENGINEERING DEVELOPMENT,,,
AG55,4,R&D- ENERGY: NUCLEAR (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,NUCLEAR  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG56,4,R&D- ENERGY: NUCLEAR (MANAGEMENT/SUPPORT),2011-10-01,,NUCLEAR  - MANAGEMENT AND SUPPORT,,,
AG57,4,R&D- ENERGY: NUCLEAR (COMMERCIALIZED),2011-10-01,,,,,
AG6,3,R&D- ENERGY: PETROLEUM ,,,,,,
AG61,4,R&D- ENERGY: PETROLEUM (BASIC RESEARCH),2011-10-01,,PETROLEUM  - BASIC RESEARCH,,,
AG62,4,R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,PETROLEUM - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG63,4,R&D- ENERGY: PETROLEUM (ADVANCED DEVELOPMENT),2011-10-01,,PETROLEUM  - ADVANCED DEVELOPMENT,,,
AG64,4,R&D- ENERGY: PETROLEUM (ENGINEERING DEVELOPMENT),2011-10-01,,PETROLEUM  - ENGINEERING DEVELOPMENT,,,
AG65,4,R&D- ENERGY: PETROLEUM (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,PETROLEUM  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG66,4,R&D- ENERGY: PETROLEUM (MANAGEMENT/SUPPORT),2011-10-01,,PETROLEUM  - MANAGEMENT AND SUPPORT,,,
AG67,4,R&D- ENERGY: PETROLEUM (COMMERCIALIZED),2011-10-01,,,,,
AG7,3,R&D- ENERGY: SOLAR/PHOTOVOLTAIC ,,,,,,
AG71,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (BASIC RESEARCH),2011-10-01,,SOLAR/PHOTOVOLTAIC  - BASIC RESEARCH,,,
AG72,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SOLAR/PHOTOVOLTAIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG73,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ADVANCED DEVELOPMENT),2011-10-01,,SOLAR/PHOTOVOLTAIC  - ADVANCED DEVELOPMENT,,,
AG74,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ENGINEERING DEVELOPMENT),2011-10-01,,SOLAR/PHOTOVOLTAIC  - ENGINEERING DEVELOPMENT,,,
AG75,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SOLAR/PHOTOVOLTAIC  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG76,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (MANAGEMENT/SUPPORT),2011-10-01,,SOLAR/PHOTOVOLTAIC  - MANAGEMENT AND SUPPORT,,,
AG77,4,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (COMMERCIALIZED),2011-10-01,,,,,
AG8,3,R&D- ENERGY: CONSERVATION ,,,,,,
AG81,4,R&D- ENERGY: CONSERVATION (BASIC RESEARCH),2011-10-01,,CONSERVATION OF ENERGY  - BASIC RESEARCH,,,
AG82,4,R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,CONSERVATION OF ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG83,4,R&D- ENERGY: CONSERVATION (ADVANCED DEVELOPMENT),2011-10-01,,CONSERVATION OF ENERGY  - ADVANCED DEVELOPMENT,,,
AG84,4,R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT),2011-10-01,,CONSERVATION OF ENERGY  - ENGINEERING DEVELOPMENT,,,
AG85,4,R&D- ENERGY: CONSERVATION (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,CONSERVATION OF ENERGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG86,4,R&D- ENERGY: CONSERVATION (MANAGEMENT/SUPPORT),2011-10-01,,CONSERVATION OF ENERGY  - MANAGEMENT AND SUPPORT,,,
AG87,4,R&D- ENERGY: CONSERVATION (COMMERCIALIZED),2011-10-01,,,,,
AG9,3,R&D- ENERGY: OTHER ,,,,,,
AG91,4,R&D- ENERGY: OTHER (BASIC RESEARCH),2011-10-01,,OTHER ENERGY  - BASIC RESEARCH,,,
AG92,4,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AG93,4,R&D- ENERGY: OTHER (ADVANCED DEVELOPMENT),2011-10-01,,OTHER ENERGY  - ADVANCED DEVELOPMENT,,,
AG94,4,R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER ENERGY  - ENGINEERING DEVELOPMENT,,,
AG95,4,R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER ENERGY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AG96,4,R&D- ENERGY: OTHER (MANAGEMENT/SUPPORT),2011-10-01,,OTHER ENERGY  - MANAGEMENT AND SUPPORT,,,
AG97,4,R&D- ENERGY: OTHER (COMMERCIALIZED),2011-10-01,,,,,
AH,2,ENVIRONMENTAL PROTECTION R&D,1979-10-01,,,,,
AH1,3,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT ,,,,,,
